58.00;50.00;86.04;82.92
59.00;49.00;83.12;82.80
59.00;49.00;80.64;82.92
58.00;48.00;76.36;82.68
56.00;47.00;71.04;82.80
55.00;45.00;66.24;82.92
53.00;44.00;61.84;82.80
51.00;42.00;58.84;82.92
50.00;42.00;56.84;83.16
49.00;41.00;56.32;82.68
50.00;40.00;55.84;82.56
50.00;39.00;56.60;82.44
50.00;39.00;56.76;82.56
51.00;39.00;56.76;82.44
51.00;38.00;56.88;82.80
50.00;38.00;56.64;82.44
49.00;37.00;56.16;82.44
48.00;37.00;55.80;82.44
47.00;36.00;54.80;82.32
46.00;36.00;54.36;82.32
45.00;35.00;53.40;82.92
45.00;34.00;52.48;83.04
45.00;34.00;52.20;82.80
45.00;33.00;51.40;82.80
45.00;33.00;50.36;82.92
45.00;31.00;49.64;83.16
53.00;31.00;49.24;83.16
53.00;30.00;49.08;83.28
52.00;30.00;48.16;83.16
51.00;30.00;47.36;83.16
51.00;29.00;46.48;83.16
51.00;29.00;46.28;83.28
52.00;29.00;45.84;82.80
42.00;29.00;45.48;82.56
44.00;29.00;45.16;82.44
49.00;29.00;44.32;82.56
49.00;29.00;43.80;82.32
49.00;29.00;43.16;82.44
48.00;28.00;42.68;82.56
46.00;28.00;42.64;82.44
46.00;27.00;42.32;82.44
44.00;27.00;42.16;82.68
38.00;27.00;41.48;82.68
38.00;26.00;41.68;82.68
37.00;26.00;41.32;83.40
37.00;25.00;40.80;82.92
37.00;25.00;40.76;83.04
36.00;25.00;40.52;83.04
36.00;25.00;40.28;82.80
35.00;25.00;39.84;83.04
35.00;24.00;39.48;82.80
35.00;24.00;39.56;82.80
38.00;23.00;39.60;82.68
42.00;23.00;39.12;82.80
50.00;27.00;39.32;82.80
55.00;31.00;39.28;82.80
63.00;37.00;38.60;82.68
71.00;42.00;38.24;82.80
78.00;48.00;38.44;83.16
83.00;53.00;38.24;83.04
86.00;60.00;37.72;83.76
85.00;62.00;37.24;83.88
89.00;64.00;37.24;83.76
88.00;66.00;36.36;83.76
88.00;68.00;36.20;83.88
88.00;70.00;36.44;83.88
86.00;72.00;37.24;84.00
86.00;72.00;40.20;83.76
88.00;74.00;47.80;83.76
88.00;77.00;60.28;83.64
86.00;78.00;76.92;84.24
88.00;79.00;92.48;84.36
89.00;79.00;102.16;84.36
88.00;80.00;105.12;84.24
88.00;80.00;102.40;84.36
88.00;79.00;98.48;84.12
86.00;78.00;96.36;84.12
86.00;77.00;97.24;83.88
84.00;75.00;98.68;84.12
82.00;74.00;98.96;83.88
81.00;73.00;97.64;84.00
78.00;72.00;95.72;83.28
74.00;70.00;94.08;83.04
71.00;68.00;93.80;82.92
68.00;63.00;94.04;82.56
66.00;60.00;94.92;82.44
63.00;56.00;94.88;82.44
61.00;53.00;94.32;81.72
61.00;51.00;93.20;81.72
61.00;50.00;91.68;81.24
61.00;49.00;90.52;81.36
60.00;49.00;89.20;80.52
60.00;49.00;88.00;80.40
58.00;49.00;85.20;80.16
57.00;47.00;82.12;79.92
57.00;46.00;77.68;79.92
55.00;44.00;72.84;79.08
53.00;42.00;67.32;78.72
52.00;41.00;63.16;78.24
52.00;40.00;59.40;77.64
51.00;40.00;57.68;76.80
50.00;39.00;56.24;76.56
50.00;39.00;56.60;76.08
49.00;38.00;56.88;74.88
49.00;38.00;57.40;74.28
49.00;37.00;57.84;74.04
49.00;37.00;57.60;73.32
49.00;36.00;57.24;73.08
49.00;36.00;56.84;72.48
60.00;35.00;56.28;72.48
59.00;35.00;55.84;72.12
58.00;34.00;54.56;71.76
58.00;34.00;54.04;71.40
57.00;33.00;53.04;70.80
56.00;33.00;52.76;70.44
56.00;31.00;51.92;70.08
44.00;31.00;50.96;69.24
44.00;30.00;50.28;68.64
44.00;30.00;49.88;68.40
44.00;30.00;49.32;67.68
42.00;29.00;48.56;67.44
42.00;28.00;48.24;66.00
42.00;28.00;47.60;65.28
41.00;28.00;46.64;64.56
41.00;28.00;46.32;63.48
40.00;27.00;45.56;62.40
40.00;27.00;45.36;61.44
39.00;28.00;45.48;60.12
39.00;27.00;45.04;59.52
38.00;27.00;44.44;58.08
38.00;27.00;43.76;57.36
37.00;27.00;42.84;55.92
37.00;27.00;42.92;55.56
37.00;26.00;42.56;54.24
37.00;26.00;42.04;52.44
36.00;26.00;41.36;51.24
36.00;26.00;41.60;50.16
35.00;25.00;41.20;49.32
35.00;25.00;41.08;48.12
35.00;24.00;41.08;46.68
35.00;24.00;40.64;45.72
37.00;23.00;40.88;44.52
41.00;24.00;40.52;44.16
46.00;25.00;40.32;42.96
53.00;29.00;40.08;41.64
60.00;35.00;40.28;40.20
67.00;41.00;39.80;39.60
73.00;46.00;39.20;38.88
80.00;52.00;39.04;37.92
82.00;58.00;39.28;36.72
84.00;61.00;38.88;35.64
83.00;63.00;38.60;35.16
83.00;64.00;38.20;34.08
84.00;67.00;37.52;32.88
84.00;69.00;37.04;32.28
84.00;71.00;36.60;30.84
86.00;72.00;36.52;30.60
89.00;74.00;37.12;29.52
89.00;75.00;38.84;28.80
90.00;77.00;44.64;27.96
90.00;78.00;55.44;27.00
92.00;78.00;71.40;26.76
93.00;78.00;87.04;25.92
93.00;78.00;99.28;25.44
92.00;78.00;104.24;24.60
93.00;78.00;102.68;24.60
92.00;77.00;98.12;23.88
90.00;77.00;95.24;22.68
86.00;75.00;94.80;22.08
83.00;74.00;96.16;21.72
80.00;73.00;97.04;21.36
77.00;71.00;96.24;20.76
72.00;69.00;94.12;20.04
68.00;64.00;92.40;19.68
67.00;60.00;91.48;19.20
64.00;56.00;91.96;18.84
62.00;53.00;92.56;18.72
61.00;51.00;92.64;18.48
61.00;50.00;92.00;18.12
62.00;49.00;90.56;17.52
62.00;48.00;89.32;17.16
62.00;49.00;88.08;16.80
61.00;48.00;86.24;16.32
61.00;47.00;84.64;16.20
59.00;46.00;81.68;15.84
57.00;44.00;77.68;15.48
55.00;42.00;72.32;15.12
52.00;41.00;67.00;14.52
52.00;41.00;62.40;14.40
51.00;41.00;59.16;14.28
50.00;40.00;57.20;13.56
49.00;40.00;56.32;13.44
49.00;39.00;56.08;13.68
48.00;38.00;56.76;13.32
49.00;38.00;57.68;13.08
49.00;37.00;58.24;12.60
48.00;36.00;58.44;12.36
48.00;36.00;58.08;12.24
47.00;35.00;57.20;12.24
46.00;35.00;56.16;11.76
46.00;34.00;55.64;11.52
46.00;34.00;54.84;11.16
44.00;33.00;54.64;10.56
44.00;33.00;53.56;10.80
44.00;33.00;52.84;10.44
44.00;31.00;52.16;10.08
44.00;30.00;51.48;9.72
42.00;30.00;50.72;9.84
42.00;30.00;50.44;9.72
42.00;29.00;49.84;9.72
42.00;28.00;49.08;9.48
41.00;28.00;48.48;9.48
40.00;28.00;47.76;9.36
40.00;28.00;47.28;9.12
40.00;27.00;47.00;9.24
39.00;27.00;46.72;9.00
39.00;27.00;45.88;8.88
39.00;27.00;45.52;9.00
39.00;28.00;44.76;8.40
39.00;27.00;44.76;8.28
39.00;27.00;44.48;8.40
38.00;27.00;44.00;8.28
38.00;27.00;43.68;8.28
38.00;27.00;43.04;8.16
38.00;26.00;42.84;8.16
38.00;26.00;42.24;7.92
37.00;26.00;42.44;8.40
36.00;26.00;42.08;8.04
36.00;25.00;41.96;8.16
35.00;25.00;42.12;8.04
35.00;24.00;41.40;7.80
36.00;23.00;41.40;7.80
39.00;23.00;40.72;7.80
45.00;24.00;40.68;7.80
49.00;28.00;40.44;7.56
55.00;34.00;40.16;7.56
62.00;40.00;40.44;7.44
69.00;46.00;40.16;7.56
72.00;51.00;40.16;7.56
75.00;57.00;39.84;7.44
78.00;61.00;39.28;7.32
81.00;63.00;39.24;7.32
81.00;64.00;38.88;7.44
80.00;67.00;38.16;7.44
82.00;69.00;37.72;7.32
85.00;71.00;37.68;7.56
86.00;73.00;37.40;7.32
89.00;77.00;38.92;7.44
90.00;78.00;44.28;7.32
92.00;79.00;53.88;7.32
94.00;80.00;68.72;7.32
94.00;80.00;85.36;6.96
94.00;81.00;98.48;7.08
95.00;81.00;105.96;6.84
96.00;81.00;106.52;6.84
95.00;81.00;102.12;6.84
94.00;81.00;98.56;6.96
94.00;80.00;97.36;6.96
93.00;79.00;98.56;6.60
90.00;79.00;100.00;6.60
88.00;78.00;99.72;6.96
85.00;75.00;97.08;6.60
83.00;74.00;95.24;6.72
80.00;72.00;93.44;6.72
75.00;69.00;94.00;6.72
72.00;67.00;94.56;6.72
69.00;61.00;95.16;6.60
66.00;58.00;95.24;6.84
63.00;55.00;94.08;6.36
61.00;53.00;92.84;6.24
60.00;52.00;91.32;6.48
60.00;51.00;90.00;6.60
60.00;50.00;88.04;6.60
60.00;50.00;85.20;6.48
59.00;49.00;82.00;6.48
58.00;49.00;76.80;6.48
56.00;47.00;71.72;6.72
55.00;45.00;66.20;6.72
52.00;44.00;62.12;6.72
51.00;42.00;59.76;6.72
51.00;41.00;58.76;6.60
51.00;41.00;58.64;6.60
50.00;41.00;59.80;6.60
50.00;40.00;60.20;6.60
50.00;40.00;60.80;6.60
51.00;39.00;60.92;6.24
51.00;39.00;60.28;6.24
50.00;38.00;59.00;6.36
49.00;38.00;58.60;6.36
50.00;37.00;57.72;6.48
49.00;37.00;57.08;6.60
48.00;36.00;56.08;6.36
47.00;36.00;56.08;6.48
46.00;35.00;55.24;6.84
45.00;35.00;54.04;6.60
45.00;35.00;53.36;6.60
44.00;34.00;52.28;6.48
57.00;33.00;52.00;6.72
56.00;31.00;51.00;6.60
56.00;30.00;50.96;6.60
56.00;30.00;50.12;6.48
56.00;29.00;49.76;6.48
56.00;28.00;48.64;6.48
55.00;28.00;47.80;6.24
42.00;28.00;47.64;6.36
41.00;29.00;47.00;6.36
40.00;29.00;46.60;6.36
39.00;29.00;46.64;6.36
38.00;29.00;46.28;6.36
38.00;29.00;45.72;6.48
38.00;29.00;45.12;6.72
38.00;28.00;45.04;6.60
38.00;28.00;44.32;6.48
39.00;28.00;44.28;6.60
38.00;28.00;43.88;6.48
38.00;28.00;42.88;6.48
38.00;27.00;42.48;6.36
37.00;26.00;42.88;6.48
37.00;26.00;42.84;6.24
37.00;25.00;42.44;6.48
37.00;25.00;42.48;6.36
38.00;24.00;42.28;6.36
41.00;23.00;41.92;6.48
46.00;25.00;41.92;6.36
55.00;29.00;41.44;6.48
62.00;36.00;41.48;6.48
70.00;41.00;40.92;6.48
78.00;47.00;40.88;6.84
83.00;52.00;40.96;6.72
93.00;58.00;40.60;6.72
95.00;61.00;40.04;6.72
94.00;63.00;39.76;6.48
93.00;66.00;39.76;6.72
92.00;67.00;39.04;6.60
91.00;69.00;39.08;6.72
92.00;71.00;38.72;6.48
88.00;72.00;38.20;6.48
90.00;74.00;39.64;6.36
91.00;77.00;44.16;6.36
92.00;77.00;53.68;6.36
93.00;78.00;68.60;6.48
93.00;79.00;85.72;6.60
93.00;80.00;100.16;6.60
92.00;81.00;107.80;6.72
92.00;81.00;108.92;6.96
91.00;81.00;105.36;6.84
92.00;80.00;101.92;6.72
91.00;79.00;101.08;6.84
92.00;79.00;103.12;7.08
90.00;77.00;104.48;6.72
89.00;75.00;104.32;6.72
84.00;73.00;102.24;6.60
81.00;71.00;99.96;6.48
75.00;68.00;99.36;6.48
71.00;63.00;99.16;6.36
68.00;60.00;100.24;6.48
74.00;57.00;100.92;6.48
72.00;55.00;100.60;6.48
72.00;53.00;100.16;6.24
72.00;51.00;99.20;6.36
73.00;50.00;98.36;6.84
80.00;50.00;96.96;6.72
80.00;50.00;94.48;6.60
69.00;49.00;92.96;6.60
67.00;47.00;90.68;6.60
66.00;46.00;87.00;6.60
64.00;44.00;82.44;6.36
62.00;42.00;76.44;6.48
53.00;41.00;71.00;6.36
55.00;40.00;66.04;6.12
55.00;39.00;63.00;6.00
53.00;39.00;61.04;6.12
52.00;38.00;59.72;6.24
51.00;38.00;60.48;6.24
51.00;38.00;60.88;5.88
51.00;38.00;61.16;5.88
49.00;37.00;61.04;5.76
48.00;37.00;61.52;6.24
49.00;36.00;61.04;6.00
48.00;36.00;60.40;6.00
47.00;36.00;59.28;6.12
46.00;35.00;58.72;6.00
46.00;35.00;58.48;6.00
46.00;34.00;57.44;6.00
46.00;34.00;56.64;6.00
44.00;34.00;55.92;5.76
44.00;33.00;54.80;5.76
44.00;33.00;53.44;5.76
45.00;31.00;53.28;5.88
44.00;31.00;52.72;5.76
44.00;31.00;51.96;6.00
45.00;30.00;51.60;5.88
45.00;30.00;50.24;6.00
45.00;29.00;50.24;6.00
44.00;29.00;49.68;6.12
44.00;29.00;49.04;6.36
44.00;28.00;48.60;6.36
42.00;28.00;47.84;6.48
40.00;28.00;47.60;6.24
40.00;28.00;46.64;6.24
40.00;27.00;46.36;6.24
40.00;27.00;46.32;6.24
39.00;27.00;45.72;6.12
38.00;27.00;45.40;6.00
38.00;26.00;44.84;6.12
37.00;26.00;45.04;6.00
37.00;26.00;44.48;6.00
37.00;25.00;44.04;6.12
38.00;25.00;44.08;6.12
41.00;25.00;43.80;5.88
45.00;27.00;43.00;6.00
52.00;31.00;43.00;6.24
60.00;37.00;43.40;6.36
69.00;42.00;43.00;6.24
75.00;48.00;42.68;6.36
83.00;53.00;42.24;6.24
88.00;58.00;41.96;6.24
91.00;61.00;41.88;6.24
91.00;64.00;41.96;6.36
89.00;66.00;41.60;6.00
89.00;67.00;41.28;6.12
90.00;69.00;40.84;6.12
90.00;71.00;40.28;6.12
89.00;73.00;39.48;6.00
89.00;75.00;39.16;6.24
91.00;77.00;38.68;6.24
92.00;78.00;39.44;6.12
93.00;80.00;40.20;6.36
93.00;81.00;45.48;6.24
94.00;81.00;55.76;6.24
95.00;82.00;71.16;6.12
94.00;82.00;87.92;6.24
95.00;81.00;100.84;6.12
95.00;81.00;107.52;6.00
93.00;80.00;107.08;5.88
92.00;79.00;103.60;6.00
91.00;78.00;99.80;5.76
88.00;77.00;99.48;5.64
85.00;73.00;100.80;5.64
79.00;71.00;100.96;5.88
74.00;67.00;100.84;5.88
70.00;62.00;99.20;5.52
68.00;59.00;96.88;5.64
63.00;56.00;96.48;5.64
62.00;55.00;96.60;6.00
61.00;51.00;97.88;6.00
62.00;50.00;98.36;5.76
63.00;49.00;97.88;5.64
64.00;50.00;97.04;5.64
63.00;49.00;95.72;5.64
62.00;48.00;94.72;5.64
60.00;46.00;93.08;5.64
61.00;45.00;91.28;5.64
59.00;44.00;88.56;5.64
56.00;42.00;84.84;5.52
55.00;41.00;79.68;5.52
52.00;41.00;74.52;5.52
51.00;40.00;68.84;5.52
51.00;39.00;64.28;5.52
49.00;39.00;61.48;5.64
48.00;38.00;60.44;5.76
47.00;37.00;59.92;5.88
47.00;36.00;60.72;5.88
47.00;35.00;61.08;6.00
47.00;35.00;61.20;5.88
46.00;34.00;61.08;5.76
45.00;33.00;61.28;5.88
44.00;33.00;60.64;6.00
44.00;33.00;60.32;5.76
44.00;33.00;59.36;5.64
44.00;31.00;58.00;5.64
44.00;31.00;57.76;5.52
42.00;31.00;56.68;5.52
42.00;30.00;56.00;5.64
42.00;30.00;55.36;5.64
42.00;30.00;54.60;5.64
41.00;30.00;54.20;5.52
41.00;30.00;53.40;5.64
41.00;30.00;52.88;6.00
41.00;29.00;52.12;6.00
41.00;29.00;51.28;5.88
41.00;29.00;51.12;5.88
41.00;28.00;50.60;5.76
40.00;28.00;49.80;5.88
40.00;28.00;49.24;5.76
39.00;28.00;48.28;5.88
39.00;27.00;48.24;5.52
38.00;27.00;48.08;5.40
38.00;27.00;47.52;5.40
37.00;27.00;46.48;5.52
37.00;26.00;45.80;5.52
37.00;26.00;45.56;5.40
40.00;25.00;45.52;5.40
39.00;25.00;44.96;5.40
40.00;24.00;44.96;5.52
41.00;24.00;45.16;5.64
45.00;24.00;44.64;5.64
50.00;28.00;44.40;5.64
56.00;34.00;43.52;5.52
60.00;39.00;43.56;5.64
67.00;44.00;43.36;5.40
72.00;50.00;42.92;5.28
78.00;56.00;43.12;5.16
80.00;60.00;42.64;4.92
80.00;62.00;42.32;5.04
81.00;62.00;42.12;5.28
81.00;64.00;42.28;5.04
82.00;67.00;41.84;4.92
85.00;70.00;41.48;4.92
89.00;72.00;40.72;4.80
91.00;74.00;40.52;4.80
94.00;77.00;39.84;5.40
95.00;79.00;39.72;5.28
96.00;80.00;40.00;5.28
96.00;80.00;41.96;5.40
95.00;80.00;47.32;5.16
94.00;81.00;58.16;5.28
94.00;81.00;74.04;5.28
93.00;80.00;91.16;5.40
97.00;80.00;103.68;5.40
97.00;79.00;109.68;5.16
96.00;79.00;109.24;5.28
95.00;79.00;104.36;5.16
93.00;78.00;101.32;5.28
91.00;77.00;100.12;5.28
90.00;75.00;101.04;5.28
81.00;74.00;102.68;5.52
78.00;72.00;101.44;5.40
73.00;69.00;99.84;5.88
70.00;63.00;97.52;5.64
68.00;60.00;97.16;5.88
66.00;57.00;97.40;5.88
63.00;53.00;98.64;5.76
63.00;52.00;99.40;6.00
63.00;50.00;98.84;5.88
63.00;49.00;97.68;5.88
62.00;50.00;96.60;5.88
62.00;49.00;95.24;5.76
60.00;49.00;93.60;5.64
58.00;48.00;90.84;5.64
55.00;47.00;88.04;5.64
53.00;46.00;83.68;5.64
52.00;45.00;78.64;5.76
51.00;44.00;72.88;5.64
50.00;42.00;67.08;5.52
51.00;41.00;63.08;5.76
50.00;41.00;60.84;5.64
50.00;40.00;60.16;5.76
51.00;39.00;60.80;5.76
50.00;37.00;61.84;5.64
49.00;36.00;62.56;5.64
48.00;35.00;63.08;5.64
45.00;34.00;62.76;5.52
45.00;34.00;61.80;5.28
45.00;33.00;61.52;5.16
42.00;33.00;60.32;5.04
42.00;34.00;60.24;5.16
41.00;34.00;59.72;5.04
40.00;35.00;58.28;4.92
42.00;35.00;57.28;5.04
42.00;36.00;56.92;4.92
42.00;36.00;55.88;4.80
42.00;37.00;55.52;5.16
41.00;37.00;54.96;5.28
40.00;37.00;54.32;4.92
41.00;37.00;53.24;4.92
41.00;36.00;52.68;4.80
41.00;36.00;51.20;4.92
41.00;35.00;50.72;4.80
41.00;34.00;50.76;4.92
42.00;31.00;50.48;4.68
42.00;30.00;49.52;4.56
42.00;29.00;49.40;4.80
42.00;28.00;48.80;4.68
40.00;27.00;48.52;4.80
39.00;26.00;47.44;4.80
38.00;25.00;47.40;4.68
38.00;24.00;46.80;4.68
36.00;23.00;47.08;4.92
36.00;22.00;46.56;5.16
38.00;20.00;45.44;5.04
41.00;22.00;45.40;5.04
46.00;24.00;45.20;5.04
52.00;28.00;44.72;5.04
58.00;35.00;44.92;4.92
64.00;41.00;44.56;5.04
71.00;47.00;44.20;5.04
77.00;53.00;44.20;4.92
82.00;60.00;43.64;4.92
84.00;64.00;43.52;4.92
85.00;66.00;43.44;4.92
86.00;67.00;43.32;4.92
88.00;69.00;42.64;4.80
89.00;71.00;42.80;4.80
90.00;73.00;41.96;4.80
90.00;75.00;41.96;5.28
90.00;78.00;41.84;4.92
92.00;80.00;40.76;5.04
92.00;82.00;40.72;5.04
94.00;83.00;40.24;4.92
94.00;83.00;40.84;5.04
92.00;83.00;43.64;4.68
93.00;84.00;50.20;4.80
95.00;83.00;63.32;5.04
95.00;83.00;80.24;4.68
94.00;82.00;96.80;4.56
93.00;82.00;108.28;4.68
92.00;81.00;113.00;4.68
91.00;80.00;111.32;4.56
89.00;79.00;106.84;4.68
85.00;78.00;104.28;4.68
82.00;77.00;104.28;4.68
79.00;73.00;105.04;4.92
74.00;69.00;106.20;5.04
71.00;66.00;104.80;4.92
68.00;61.00;103.36;4.92
66.00;59.00;101.96;5.04
63.00;56.00;101.68;4.80
62.00;53.00;102.32;5.04
62.00;51.00;103.40;5.04
62.00;50.00;104.24;4.68
62.00;50.00;104.64;4.68
62.00;49.00;103.76;4.80
60.00;47.00;102.28;4.80
59.00;46.00;101.04;4.80
58.00;45.00;99.40;4.80
67.00;44.00;98.04;4.80
67.00;42.00;95.16;4.92
66.00;42.00;91.96;4.80
64.00;41.00;86.28;5.16
64.00;41.00;79.84;5.28
64.00;40.00;73.80;5.04
63.00;40.00;68.44;5.28
52.00;39.00;65.80;5.64
52.00;38.00;63.64;5.52
51.00;37.00;63.40;5.40
56.00;37.00;63.04;5.52
56.00;37.00;63.68;5.16
55.00;36.00;64.44;5.40
55.00;35.00;64.32;5.28
53.00;35.00;64.96;5.16
53.00;35.00;64.24;5.28
52.00;35.00;64.08;5.16
45.00;34.00;63.32;5.40
45.00;34.00;62.20;5.52
44.00;33.00;61.24;5.64
44.00;33.00;60.32;5.76
42.00;31.00;59.36;5.52
42.00;30.00;58.72;5.52
42.00;30.00;58.32;5.76
42.00;30.00;57.48;5.76
44.00;29.00;56.64;5.76
44.00;29.00;55.60;5.76
44.00;29.00;55.56;5.88
42.00;28.00;54.92;5.52
42.00;28.00;53.76;5.64
42.00;28.00;53.12;5.52
41.00;27.00;52.76;5.52
40.00;27.00;52.20;5.40
39.00;27.00;51.96;5.64
38.00;27.00;51.20;5.28
37.00;26.00;50.76;5.40
36.00;26.00;50.20;5.76
37.00;25.00;49.76;5.76
41.00;25.00;49.44;5.64
45.00;25.00;49.16;5.76
50.00;28.00;48.20;5.64
55.00;33.00;47.16;5.64
63.00;38.00;47.60;5.52
70.00;44.00;47.16;5.52
77.00;49.00;46.68;5.64
78.00;55.00;46.52;5.28
82.00;60.00;46.44;5.40
83.00;63.00;45.96;5.28
85.00;66.00;45.56;5.28
84.00;67.00;45.40;5.28
84.00;70.00;44.40;5.28
84.00;72.00;44.72;5.28
89.00;74.00;44.64;5.40
89.00;75.00;44.12;5.64
91.00;77.00;43.52;5.40
94.00;78.00;43.36;5.40
94.00;79.00;43.00;5.64
94.00;80.00;42.32;5.16
94.00;81.00;42.20;5.04
92.00;80.00;43.40;5.04
93.00;81.00;45.84;5.04
92.00;81.00;53.76;4.92
90.00;80.00;66.80;5.28
90.00;80.00;83.80;5.28
90.00;79.00;99.84;5.16
90.00;78.00;110.96;5.16
89.00;78.00;114.88;5.28
88.00;77.00;113.72;5.16
85.00;74.00;109.36;5.16
82.00;73.00;106.72;5.28
79.00;70.00;106.48;5.64
74.00;67.00;108.40;5.52
71.00;62.00;108.64;5.52
68.00;59.00;108.16;5.52
64.00;56.00;106.00;5.52
63.00;53.00;104.32;5.52
62.00;51.00;104.04;5.52
62.00;49.00;104.96;5.52
62.00;48.00;105.96;5.40
62.00;48.00;106.76;5.28
61.00;48.00;106.40;5.40
59.00;46.00;105.64;5.52
57.00;45.00;103.96;5.40
56.00;44.00;103.36;5.40
55.00;42.00;101.64;5.52
52.00;42.00;100.32;5.40
51.00;41.00;97.12;5.52
50.00;40.00;92.92;5.76
50.00;39.00;88.12;5.64
50.00;39.00;82.40;5.76
49.00;38.00;76.08;5.64
48.00;38.00;70.96;5.64
48.00;37.00;66.96;5.64
47.00;37.00;64.80;5.64
47.00;36.00;64.16;5.52
46.00;36.00;64.28;5.16
46.00;35.00;64.76;5.28
46.00;35.00;65.04;5.40
47.00;34.00;65.44;5.40
47.00;33.00;65.88;5.40
47.00;33.00;65.24;5.16
47.00;31.00;64.40;5.28
46.00;31.00;63.64;5.40
45.00;30.00;62.96;5.52
45.00;30.00;61.76;5.52
44.00;30.00;61.32;5.52
44.00;30.00;60.52;5.40
42.00;29.00;59.44;5.52
41.00;29.00;58.64;5.40
41.00;29.00;58.00;5.28
41.00;29.00;57.12;5.28
40.00;28.00;56.20;5.40
40.00;28.00;55.36;5.04
40.00;27.00;54.48;5.16
40.00;27.00;53.92;5.16
40.00;26.00;53.44;5.28
40.00;26.00;52.72;5.16
39.00;25.00;52.12;5.16
39.00;25.00;51.64;5.28
38.00;25.00;50.92;5.16
39.00;24.00;50.36;5.52
41.00;24.00;50.12;5.64
45.00;24.00;49.88;5.40
51.00;27.00;49.48;5.16
58.00;31.00;48.92;5.28
64.00;37.00;48.04;5.16
70.00;41.00;48.20;5.28
75.00;47.00;48.28;5.28
79.00;52.00;47.64;5.40
81.00;58.00;47.72;5.04
82.00;60.00;47.36;5.04
82.00;62.00;47.12;4.92
83.00;64.00;46.84;5.04
83.00;67.00;46.64;5.04
84.00;69.00;46.40;5.04
85.00;70.00;45.84;5.04
88.00;73.00;45.56;5.04
88.00;74.00;45.40;5.40
89.00;77.00;44.72;5.28
88.00;78.00;44.56;5.28
90.00;79.00;43.76;5.28
90.00;79.00;43.40;5.16
90.00;79.00;43.24;5.16
91.00;79.00;44.68;5.28
93.00;78.00;48.92;5.16
92.00;78.00;58.36;4.92
92.00;77.00;73.68;4.92
89.00;75.00;90.72;4.92
88.00;75.00;105.88;4.92
84.00;74.00;114.60;4.92
89.00;73.00;116.84;4.92
84.00;72.00;113.80;5.04
80.00;69.00;110.48;4.92
77.00;67.00;108.60;5.04
81.00;61.00;109.00;5.28
79.00;58.00;110.12;5.16
75.00;55.00;110.00;5.16
66.00;52.00;109.04;5.16
66.00;50.00;107.80;5.04
67.00;49.00;106.64;5.04
66.00;47.00;106.52;5.04
58.00;47.00;107.36;5.04
58.00;46.00;107.88;4.80
69.00;45.00;108.12;4.92
80.00;42.00;107.60;5.04
78.00;41.00;107.52;5.16
75.00;39.00;106.24;4.92
74.00;38.00;105.64;4.92
79.00;37.00;103.88;5.28
78.00;37.00;101.28;5.04
66.00;36.00;98.16;5.16
53.00;35.00;93.60;5.52
53.00;34.00;88.32;5.52
51.00;34.00;81.80;5.52
50.00;33.00;75.76;5.52
44.00;31.00;69.56;5.40
41.00;31.00;66.16;5.52
40.00;31.00;64.12;5.52
47.00;31.00;64.16;5.52
47.00;31.00;64.44;5.28
47.00;31.00;65.52;5.40
